,song_title,song_id,song_artist,genre,playlist_id,playlist_title,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
610,CAN'T STOP,57crda5Lx9OVaYCzb4Wrnd,DaBaby,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0348,https://api.spotify.com/v1/audio-analysis/57crda5Lx9OVaYCzb4Wrnd,0.732,168373,0.707,57crda5Lx9OVaYCzb4Wrnd,0,11,0.399,-5.849,0,0.304,140.04,4,https://api.spotify.com/v1/tracks/57crda5Lx9OVaYCzb4Wrnd,audio_features,spotify:track:57crda5Lx9OVaYCzb4Wrnd,0.832
611,Again,6v1WjGvHYuwbtEmdWzN3XZ,Jaden,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.522,https://api.spotify.com/v1/audio-analysis/6v1WjGvHYuwbtEmdWzN3XZ,0.62,269813,0.577,6v1WjGvHYuwbtEmdWzN3XZ,6.78e-05,1,0.168,-6.479,1,0.0687,81.499,4,https://api.spotify.com/v1/tracks/6v1WjGvHYuwbtEmdWzN3XZ,audio_features,spotify:track:6v1WjGvHYuwbtEmdWzN3XZ,0.12
612,Dre Grant,1YBo2pYIAlkfPLrIoucRLl,Dame D.O.L.L.A,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0562,https://api.spotify.com/v1/audio-analysis/1YBo2pYIAlkfPLrIoucRLl,0.886,184573,0.726,1YBo2pYIAlkfPLrIoucRLl,1.94e-05,10,0.0951,-5.776,1,0.169,155.978,4,https://api.spotify.com/v1/tracks/1YBo2pYIAlkfPLrIoucRLl,audio_features,spotify:track:1YBo2pYIAlkfPLrIoucRLl,0.514
613,Reservoir Dogs,7nf4IieIo1lCydDgwW0WaD,JAY-Z,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.144,https://api.spotify.com/v1/audio-analysis/7nf4IieIo1lCydDgwW0WaD,0.811,319307,0.792,7nf4IieIo1lCydDgwW0WaD,0,2,0.329,-7.699,1,0.327,99.246,4,https://api.spotify.com/v1/tracks/7nf4IieIo1lCydDgwW0WaD,audio_features,spotify:track:7nf4IieIo1lCydDgwW0WaD,0.687
614,Big Stepper,6x0QNM6f0C2JEjK0hFF8Ca,Roddy Ricch,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0477,https://api.spotify.com/v1/audio-analysis/6x0QNM6f0C2JEjK0hFF8Ca,0.753,175170,0.597,6x0QNM6f0C2JEjK0hFF8Ca,0,8,0.197,-8.469,1,0.292,76.997,4,https://api.spotify.com/v1/tracks/6x0QNM6f0C2JEjK0hFF8Ca,audio_features,spotify:track:6x0QNM6f0C2JEjK0hFF8Ca,0.616
615,Both (feat. Drake & Lil Wayne) - Remix,3VCYe6mCXebBgcfzaxCVNI,Gucci Mane,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0606,https://api.spotify.com/v1/audio-analysis/3VCYe6mCXebBgcfzaxCVNI,0.834,252017,0.493,3VCYe6mCXebBgcfzaxCVNI,7.95e-05,5,0.0666,-6.567,0,0.128,140.007,4,https://api.spotify.com/v1/tracks/3VCYe6mCXebBgcfzaxCVNI,audio_features,spotify:track:3VCYe6mCXebBgcfzaxCVNI,0.28
616,I Don't Get Tired (#IDGT) (feat. August Alsina),6HMHgBHdLBQ0QYIaOp2gse,Kevin Gates,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0524,https://api.spotify.com/v1/audio-analysis/6HMHgBHdLBQ0QYIaOp2gse,0.492,209707,0.698,6HMHgBHdLBQ0QYIaOp2gse,0,1,0.428,-5.606,1,0.171,139.953,4,https://api.spotify.com/v1/tracks/6HMHgBHdLBQ0QYIaOp2gse,audio_features,spotify:track:6HMHgBHdLBQ0QYIaOp2gse,0.288
617,Forever,5UsLjwBaTHBX4ektWIr4XX,Drake,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.249,https://api.spotify.com/v1/audio-analysis/5UsLjwBaTHBX4ektWIr4XX,0.457,357707,0.906,5UsLjwBaTHBX4ektWIr4XX,0,5,0.182,-2.278,0,0.342,104.02,5,https://api.spotify.com/v1/tracks/5UsLjwBaTHBX4ektWIr4XX,audio_features,spotify:track:5UsLjwBaTHBX4ektWIr4XX,0.54
618,Champion,2aHlRZIGUFThu3eQePm6yI,Kanye West,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.00299,https://api.spotify.com/v1/audio-analysis/2aHlRZIGUFThu3eQePm6yI,0.693,167600,0.504,2aHlRZIGUFThu3eQePm6yI,0,6,0.695,-8.306,1,0.238,102.139,4,https://api.spotify.com/v1/tracks/2aHlRZIGUFThu3eQePm6yI,audio_features,spotify:track:2aHlRZIGUFThu3eQePm6yI,0.723
619,Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,Macklemore & Ryan Lewis,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0291,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,0.641,258343,0.922,3bidbhpOYeV4knp8AIu8Xn,0,2,0.0862,-4.457,1,0.0786,146.078,4,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,audio_features,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.847
620,Feel Like,4mqsUZrSOnMhexy1unMUbv,YBN Nahmir,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.107,https://api.spotify.com/v1/audio-analysis/4mqsUZrSOnMhexy1unMUbv,0.931,185456,0.523,4mqsUZrSOnMhexy1unMUbv,4.19e-06,1,0.107,-7.172,1,0.238,142.005,4,https://api.spotify.com/v1/tracks/4mqsUZrSOnMhexy1unMUbv,audio_features,spotify:track:4mqsUZrSOnMhexy1unMUbv,0.388
621,24,2FVMbLuIxo0dz3KLXgN6Jh,Money Man,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0265,https://api.spotify.com/v1/audio-analysis/2FVMbLuIxo0dz3KLXgN6Jh,0.842,160952,0.715,2FVMbLuIxo0dz3KLXgN6Jh,0.0554,2,0.0831,-6.03,1,0.0913,126.022,4,https://api.spotify.com/v1/tracks/2FVMbLuIxo0dz3KLXgN6Jh,audio_features,spotify:track:2FVMbLuIxo0dz3KLXgN6Jh,0.428
622,Run Up the Racks,7vbjH8laThXpcBXeLNPm3M,21 Savage,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.141,https://api.spotify.com/v1/audio-analysis/7vbjH8laThXpcBXeLNPm3M,0.825,189800,0.364,7vbjH8laThXpcBXeLNPm3M,0.311,2,0.195,-7.635,0,0.121,153.028,4,https://api.spotify.com/v1/tracks/7vbjH8laThXpcBXeLNPm3M,audio_features,spotify:track:7vbjH8laThXpcBXeLNPm3M,0.177
623,Bean (Kobe) [feat. Chief Keef],0IpnZchq8ek2A6pGEP2Qb1,Lil Uzi Vert,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.00813,https://api.spotify.com/v1/audio-analysis/0IpnZchq8ek2A6pGEP2Qb1,0.719,238816,0.579,0IpnZchq8ek2A6pGEP2Qb1,0,0,0.38,-6.425,1,0.246,75.474,4,https://api.spotify.com/v1/tracks/0IpnZchq8ek2A6pGEP2Qb1,audio_features,spotify:track:0IpnZchq8ek2A6pGEP2Qb1,0.311
624,Voices In My Head/Stick To The Plan,2pzuU8vLaG8W1P31X65ZP9,Big Sean,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.141,https://api.spotify.com/v1/audio-analysis/2pzuU8vLaG8W1P31X65ZP9,0.472,242307,0.541,2pzuU8vLaG8W1P31X65ZP9,1.21e-06,1,0.477,-8.513,1,0.231,145.12,4,https://api.spotify.com/v1/tracks/2pzuU8vLaG8W1P31X65ZP9,audio_features,spotify:track:2pzuU8vLaG8W1P31X65ZP9,0.128
625,Kurupt,3PNWSxGWXZoPtbBlx2iKOb,REASON,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.313,https://api.spotify.com/v1/audio-analysis/3PNWSxGWXZoPtbBlx2iKOb,0.703,286421,0.595,3PNWSxGWXZoPtbBlx2iKOb,0,11,0.218,-9.227,0,0.432,105.059,4,https://api.spotify.com/v1/tracks/3PNWSxGWXZoPtbBlx2iKOb,audio_features,spotify:track:3PNWSxGWXZoPtbBlx2iKOb,0.122
626,$500 Ounces,5DOZZe7PypFsrvJY8KSjpT,Westside Gunn,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.512,https://api.spotify.com/v1/audio-analysis/5DOZZe7PypFsrvJY8KSjpT,0.41,252955,0.821,5DOZZe7PypFsrvJY8KSjpT,0,4,0.353,-6.131,1,0.473,143.92,4,https://api.spotify.com/v1/tracks/5DOZZe7PypFsrvJY8KSjpT,audio_features,spotify:track:5DOZZe7PypFsrvJY8KSjpT,0.549
627,Dreams,60gPDYEZ9DyV1OuL9YKM0q,Aaron May,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.249,https://api.spotify.com/v1/audio-analysis/60gPDYEZ9DyV1OuL9YKM0q,0.849,162214,0.501,60gPDYEZ9DyV1OuL9YKM0q,0,10,0.105,-4.322,0,0.225,77.005,4,https://api.spotify.com/v1/tracks/60gPDYEZ9DyV1OuL9YKM0q,audio_features,spotify:track:60gPDYEZ9DyV1OuL9YKM0q,0.875
628,Don't Need It,1yt8XozlLxkA5cRNsBi6SG,Rapsody,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.00685,https://api.spotify.com/v1/audio-analysis/1yt8XozlLxkA5cRNsBi6SG,0.464,257684,0.729,1yt8XozlLxkA5cRNsBi6SG,0,10,0.437,-9.479,0,0.339,87.072,4,https://api.spotify.com/v1/tracks/1yt8XozlLxkA5cRNsBi6SG,audio_features,spotify:track:1yt8XozlLxkA5cRNsBi6SG,0.251
629,Eternal,5LeStoyvjAHpM52IYogOq0,Chance the Rapper,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.0622,https://api.spotify.com/v1/audio-analysis/5LeStoyvjAHpM52IYogOq0,0.793,243915,0.524,5LeStoyvjAHpM52IYogOq0,0,5,0.0803,-6.229,0,0.148,95.044,4,https://api.spotify.com/v1/tracks/5LeStoyvjAHpM52IYogOq0,audio_features,spotify:track:5LeStoyvjAHpM52IYogOq0,0.631
630,A Fools Tale (Running Back) (feat. Ashanti),4vr7q1NPXQhPysvuRkN91L,Tory Lanez,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.332,https://api.spotify.com/v1/audio-analysis/4vr7q1NPXQhPysvuRkN91L,0.389,292259,0.666,4vr7q1NPXQhPysvuRkN91L,0,10,0.0842,-7.019,0,0.44,90.059,4,https://api.spotify.com/v1/tracks/4vr7q1NPXQhPysvuRkN91L,audio_features,spotify:track:4vr7q1NPXQhPysvuRkN91L,0.378
634,XO,40xhyfAPDoMtv494MfPevP,Beyoncé,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.171,https://api.spotify.com/v1/audio-analysis/40xhyfAPDoMtv494MfPevP,0.47,215947,0.792,40xhyfAPDoMtv494MfPevP,1.28e-06,0,0.313,-8.932,1,0.26,170.085,4,https://api.spotify.com/v1/tracks/40xhyfAPDoMtv494MfPevP,audio_features,spotify:track:40xhyfAPDoMtv494MfPevP,0.214
635,Keep Going,55g28wwGDGwCB5L1HXVpQI,T-Pain,hiphop,37i9dQZF1DXaitacWUJMPH,2 . 24,0.756,https://api.spotify.com/v1/audio-analysis/55g28wwGDGwCB5L1HXVpQI,0.396,134072,0.252,55g28wwGDGwCB5L1HXVpQI,0,6,0.217,-14.159,0,0.0409,132.349,4,https://api.spotify.com/v1/tracks/55g28wwGDGwCB5L1HXVpQI,audio_features,spotify:track:55g28wwGDGwCB5L1HXVpQI,0.405
636,I'm Bad,77nTnRGCyI8NNZUcgjShjg,LL Cool J,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.0012,https://api.spotify.com/v1/audio-analysis/77nTnRGCyI8NNZUcgjShjg,0.632,279960,0.613,77nTnRGCyI8NNZUcgjShjg,1.12e-06,2,0.379,-9.553,1,0.18,179.243,4,https://api.spotify.com/v1/tracks/77nTnRGCyI8NNZUcgjShjg,audio_features,spotify:track:77nTnRGCyI8NNZUcgjShjg,0.726
637,Just a Friend,1MQCTOWVfy4PcuBXkBsHVB,Biz Markie,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.12,https://api.spotify.com/v1/audio-analysis/1MQCTOWVfy4PcuBXkBsHVB,0.862,238267,0.663,1MQCTOWVfy4PcuBXkBsHVB,0,0,0.318,-9.004,1,0.21,85.308,4,https://api.spotify.com/v1/tracks/1MQCTOWVfy4PcuBXkBsHVB,audio_features,spotify:track:1MQCTOWVfy4PcuBXkBsHVB,0.837
638,Bust A Move,29ssM9oYcFjoZGi4UWxq6X,Young MC,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.0962,https://api.spotify.com/v1/audio-analysis/29ssM9oYcFjoZGi4UWxq6X,0.926,263267,0.851,29ssM9oYcFjoZGi4UWxq6X,0.00017,4,0.113,-5.435,0,0.0907,117.556,4,https://api.spotify.com/v1/tracks/29ssM9oYcFjoZGi4UWxq6X,audio_features,spotify:track:29ssM9oYcFjoZGi4UWxq6X,0.838
639,It's Tricky,6jBCehpNMkwFVF3dz4nLIW,Run–D.M.C.,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.000844,https://api.spotify.com/v1/audio-analysis/6jBCehpNMkwFVF3dz4nLIW,0.956,183427,0.72,6jBCehpNMkwFVF3dz4nLIW,0,11,0.0597,-13.476,0,0.137,127.872,4,https://api.spotify.com/v1/tracks/6jBCehpNMkwFVF3dz4nLIW,audio_features,spotify:track:6jBCehpNMkwFVF3dz4nLIW,0.961
640,Children's Story,1uNYPqgrxPrvujVMnVDjna,Slick Rick,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.103,https://api.spotify.com/v1/audio-analysis/1uNYPqgrxPrvujVMnVDjna,0.918,239267,0.417,1uNYPqgrxPrvujVMnVDjna,0,1,0.316,-12.754,1,0.148,102.604,4,https://api.spotify.com/v1/tracks/1uNYPqgrxPrvujVMnVDjna,audio_features,spotify:track:1uNYPqgrxPrvujVMnVDjna,0.76
641,It Takes Two,3Yxmpx64AdWAzG3qAD4Dty,Rob Base & DJ EZ Rock,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.0143,https://api.spotify.com/v1/audio-analysis/3Yxmpx64AdWAzG3qAD4Dty,0.767,301893,0.776,3Yxmpx64AdWAzG3qAD4Dty,0,2,0.326,-8.915,1,0.144,111.686,4,https://api.spotify.com/v1/tracks/3Yxmpx64AdWAzG3qAD4Dty,audio_features,spotify:track:3Yxmpx64AdWAzG3qAD4Dty,0.608
642,I Ain't No Joke,3IxqPuIsNbuudNO3cT9n8P,Eric B. & Rakim,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.0671,https://api.spotify.com/v1/audio-analysis/3IxqPuIsNbuudNO3cT9n8P,0.862,232893,0.625,3IxqPuIsNbuudNO3cT9n8P,9.71e-06,11,0.107,-10.748,0,0.322,104.173,4,https://api.spotify.com/v1/tracks/3IxqPuIsNbuudNO3cT9n8P,audio_features,spotify:track:3IxqPuIsNbuudNO3cT9n8P,0.719
643,You Gots To Chill,0f1yzIIGD8k32DNVeEn6jb,EPMD,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.089,https://api.spotify.com/v1/audio-analysis/0f1yzIIGD8k32DNVeEn6jb,0.882,261840,0.814,0f1yzIIGD8k32DNVeEn6jb,0,8,0.16,-5.214,0,0.424,99.689,4,https://api.spotify.com/v1/tracks/0f1yzIIGD8k32DNVeEn6jb,audio_features,spotify:track:0f1yzIIGD8k32DNVeEn6jb,0.854
644,Jam On It,1lB2kyB5h9ceZ388GBfC9L,Newcleus,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.00302,https://api.spotify.com/v1/audio-analysis/1lB2kyB5h9ceZ388GBfC9L,0.804,383600,0.782,1lB2kyB5h9ceZ388GBfC9L,0.0872,6,0.662,-6.224,0,0.0606,116.806,4,https://api.spotify.com/v1/tracks/1lB2kyB5h9ceZ388GBfC9L,audio_features,spotify:track:1lB2kyB5h9ceZ388GBfC9L,0.346
645,6 'N the Mornin',2cBOh97kgDenDOdtKhwU9O,Ice-T,hiphop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,0.00282,https://api.spotify.com/v1/audio-analysis/2cBOh97kgDenDOdtKhwU9O,0.823,224867,0.745,2cBOh97kgDenDOdtKhwU9O,0.000332,5,0.323,-6.637,0,0.247,91.919,4,https://api.spotify.com/v1/tracks/2cBOh97kgDenDOdtKhwU9O,audio_features,spotify:track:2cBOh97kgDenDOdtKhwU9O,0.58
