,song_title,song_id,song_artist,genre,playlist_id,playlist_title,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
5305,pariah,7aQOwBkhw0g2rAwUzUMUcc,alt.,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00116,https://api.spotify.com/v1/audio-analysis/7aQOwBkhw0g2rAwUzUMUcc,0.411,197790,0.927,7aQOwBkhw0g2rAwUzUMUcc,1.63e-06,2,0.12,-3.698,1,0.0652,160.111,4,https://api.spotify.com/v1/tracks/7aQOwBkhw0g2rAwUzUMUcc,audio_features,spotify:track:7aQOwBkhw0g2rAwUzUMUcc,0.302
5306,Drown,5mIVY5b9mAgu8SqZPYu4Xh,Banks Arcade,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00079,https://api.spotify.com/v1/audio-analysis/5mIVY5b9mAgu8SqZPYu4Xh,0.204,287817,0.815,5mIVY5b9mAgu8SqZPYu4Xh,5.49e-05,5,0.423,-5.507,0,0.0639,106.932,4,https://api.spotify.com/v1/tracks/5mIVY5b9mAgu8SqZPYu4Xh,audio_features,spotify:track:5mIVY5b9mAgu8SqZPYu4Xh,0.24
5307,Birdcage,2dU8wkeyvbMUUM3mwun5IX,Holding Absence,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0187,https://api.spotify.com/v1/audio-analysis/2dU8wkeyvbMUUM3mwun5IX,0.557,203200,0.668,2dU8wkeyvbMUUM3mwun5IX,0,1,0.148,-6.941,0,0.0328,115.009,4,https://api.spotify.com/v1/tracks/2dU8wkeyvbMUUM3mwun5IX,audio_features,spotify:track:2dU8wkeyvbMUUM3mwun5IX,0.283
5308,Down To Hell,0bjBFEzs0cbvqNLfDMUSjH,Asking Alexandria,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000183,https://api.spotify.com/v1/audio-analysis/0bjBFEzs0cbvqNLfDMUSjH,0.578,196464,0.962,0bjBFEzs0cbvqNLfDMUSjH,0.00046,7,0.112,-3.874,1,0.0863,118.045,4,https://api.spotify.com/v1/tracks/0bjBFEzs0cbvqNLfDMUSjH,audio_features,spotify:track:0bjBFEzs0cbvqNLfDMUSjH,0.341
5309,Sentimental,20BVqnnYxjGK7M3gIPWHhz,Dream on Dreamer,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0566,https://api.spotify.com/v1/audio-analysis/20BVqnnYxjGK7M3gIPWHhz,0.451,198075,0.911,20BVqnnYxjGK7M3gIPWHhz,2.16e-05,8,0.314,-3.838,0,0.493,180.151,4,https://api.spotify.com/v1/tracks/20BVqnnYxjGK7M3gIPWHhz,audio_features,spotify:track:20BVqnnYxjGK7M3gIPWHhz,0.31
5310,Paradise,2zllbmHiUIahRPkNaTgFP0,Dead Lakes,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00175,https://api.spotify.com/v1/audio-analysis/2zllbmHiUIahRPkNaTgFP0,0.464,230939,0.909,2zllbmHiUIahRPkNaTgFP0,0,2,0.669,-2.44,0,0.161,131.974,4,https://api.spotify.com/v1/tracks/2zllbmHiUIahRPkNaTgFP0,audio_features,spotify:track:2zllbmHiUIahRPkNaTgFP0,0.466
5311,Falling Apart,7AswPAZDUUgkmELlrxDkNl,Captives,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000283,https://api.spotify.com/v1/audio-analysis/7AswPAZDUUgkmELlrxDkNl,0.321,273257,0.916,7AswPAZDUUgkmELlrxDkNl,0,5,0.0884,-5.942,0,0.0743,175.082,4,https://api.spotify.com/v1/tracks/7AswPAZDUUgkmELlrxDkNl,audio_features,spotify:track:7AswPAZDUUgkmELlrxDkNl,0.345
5312,Dead End Diaries,3FbdFQgnMbjczcJcynROF6,Balance Breach,rock,37i9dQZF1DWXIcbzpLauPS,New Core,3.16e-05,https://api.spotify.com/v1/audio-analysis/3FbdFQgnMbjczcJcynROF6,0.474,213259,0.879,3FbdFQgnMbjczcJcynROF6,0.00167,4,0.213,-7.575,0,0.044,139.002,4,https://api.spotify.com/v1/tracks/3FbdFQgnMbjczcJcynROF6,audio_features,spotify:track:3FbdFQgnMbjczcJcynROF6,0.32
5313,Undercurrent,0d3xUaqvY9KeHuzmCW56rl,Designer Disguise,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00465,https://api.spotify.com/v1/audio-analysis/0d3xUaqvY9KeHuzmCW56rl,0.384,204269,0.885,0d3xUaqvY9KeHuzmCW56rl,0,2,0.498,-7.436,0,0.501,155.151,4,https://api.spotify.com/v1/tracks/0d3xUaqvY9KeHuzmCW56rl,audio_features,spotify:track:0d3xUaqvY9KeHuzmCW56rl,0.294
5314,Who Turned Out the Lights,6zl6HDDO8Xou59nHp0q1Yv,Scream Out Loud,rock,37i9dQZF1DWXIcbzpLauPS,New Core,4.37e-05,https://api.spotify.com/v1/audio-analysis/6zl6HDDO8Xou59nHp0q1Yv,0.435,130500,0.986,6zl6HDDO8Xou59nHp0q1Yv,5.82e-06,1,0.375,-3.574,1,0.193,95.515,4,https://api.spotify.com/v1/tracks/6zl6HDDO8Xou59nHp0q1Yv,audio_features,spotify:track:6zl6HDDO8Xou59nHp0q1Yv,0.304
5315,Memory,0DSy16o7Wc01c4ZNzeN0qR,Dead by April,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000814,https://api.spotify.com/v1/audio-analysis/0DSy16o7Wc01c4ZNzeN0qR,0.375,211200,0.848,0DSy16o7Wc01c4ZNzeN0qR,0.000113,7,0.106,-4.039,0,0.0637,175.094,4,https://api.spotify.com/v1/tracks/0DSy16o7Wc01c4ZNzeN0qR,audio_features,spotify:track:0DSy16o7Wc01c4ZNzeN0qR,0.398
5316,Erase Me,4XrZCdiWlQw3a3WXsbMWU0,Make Them Suffer,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000101,https://api.spotify.com/v1/audio-analysis/4XrZCdiWlQw3a3WXsbMWU0,0.485,224611,0.903,4XrZCdiWlQw3a3WXsbMWU0,0.00024,6,0.218,-5.243,1,0.0746,94.042,4,https://api.spotify.com/v1/tracks/4XrZCdiWlQw3a3WXsbMWU0,audio_features,spotify:track:4XrZCdiWlQw3a3WXsbMWU0,0.183
5317,This Is War,2S1k40cC55g0WZkchG6BhT,Dead Girls Academy,rock,37i9dQZF1DWXIcbzpLauPS,New Core,5.65e-05,https://api.spotify.com/v1/audio-analysis/2S1k40cC55g0WZkchG6BhT,0.434,188329,0.856,2S1k40cC55g0WZkchG6BhT,0.000821,11,0.219,-6.877,0,0.057,110.025,4,https://api.spotify.com/v1/tracks/2S1k40cC55g0WZkchG6BhT,audio_features,spotify:track:2S1k40cC55g0WZkchG6BhT,0.338
5318,Better Below,0CpAfANNgV4JXxwRVHVA6a,Bury Tomorrow,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000488,https://api.spotify.com/v1/audio-analysis/0CpAfANNgV4JXxwRVHVA6a,0.453,192547,0.979,0CpAfANNgV4JXxwRVHVA6a,1.41e-05,8,0.16,-4.695,1,0.146,92.5,4,https://api.spotify.com/v1/tracks/0CpAfANNgV4JXxwRVHVA6a,audio_features,spotify:track:0CpAfANNgV4JXxwRVHVA6a,0.484
5319,Destruction or Strength,4ZMZ2YgMRAbTtaCYIksyMa,As I Lay Dying,rock,37i9dQZF1DWXIcbzpLauPS,New Core,2.39e-06,https://api.spotify.com/v1/audio-analysis/4ZMZ2YgMRAbTtaCYIksyMa,0.436,255625,0.973,4ZMZ2YgMRAbTtaCYIksyMa,0.564,8,0.0763,-5.887,1,0.173,119.945,4,https://api.spotify.com/v1/tracks/4ZMZ2YgMRAbTtaCYIksyMa,audio_features,spotify:track:4ZMZ2YgMRAbTtaCYIksyMa,0.0394
5320,Comedown,698JZjfFUFpNIY7YJvE2ki,Secrets,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000195,https://api.spotify.com/v1/audio-analysis/698JZjfFUFpNIY7YJvE2ki,0.484,193902,0.997,698JZjfFUFpNIY7YJvE2ki,1.88e-06,1,0.143,-0.681,0,0.161,154.065,3,https://api.spotify.com/v1/tracks/698JZjfFUFpNIY7YJvE2ki,audio_features,spotify:track:698JZjfFUFpNIY7YJvE2ki,0.226
5321,Hate Me,0o1xFFmHjfY2OXY0rGDNZE,If I Were You,rock,37i9dQZF1DWXIcbzpLauPS,New Core,6.07e-05,https://api.spotify.com/v1/audio-analysis/0o1xFFmHjfY2OXY0rGDNZE,0.459,163666,0.97,0o1xFFmHjfY2OXY0rGDNZE,0.000436,1,0.379,-3.492,1,0.155,108.022,4,https://api.spotify.com/v1/tracks/0o1xFFmHjfY2OXY0rGDNZE,audio_features,spotify:track:0o1xFFmHjfY2OXY0rGDNZE,0.373
5322,Deliverance,4eqSmQLLYLlzPw9zJq17VP,Syora,rock,37i9dQZF1DWXIcbzpLauPS,New Core,3.03e-05,https://api.spotify.com/v1/audio-analysis/4eqSmQLLYLlzPw9zJq17VP,0.478,206156,0.91,4eqSmQLLYLlzPw9zJq17VP,0.00472,8,0.136,-10.589,1,0.0665,109.004,4,https://api.spotify.com/v1/tracks/4eqSmQLLYLlzPw9zJq17VP,audio_features,spotify:track:4eqSmQLLYLlzPw9zJq17VP,0.234
5323,Copacetic,3cbfvgyKRputrzBPt2Uxa6,Crooked Royals,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000139,https://api.spotify.com/v1/audio-analysis/3cbfvgyKRputrzBPt2Uxa6,0.397,292292,0.99,3cbfvgyKRputrzBPt2Uxa6,3.09e-06,5,0.0453,-5.14,1,0.162,144.947,4,https://api.spotify.com/v1/tracks/3cbfvgyKRputrzBPt2Uxa6,audio_features,spotify:track:3cbfvgyKRputrzBPt2Uxa6,0.105
5324,Lyrics Lie,6u5hjPcmcxp86dIoH02rj2,Dance Gavin Dance,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0198,https://api.spotify.com/v1/audio-analysis/6u5hjPcmcxp86dIoH02rj2,0.528,236051,0.974,6u5hjPcmcxp86dIoH02rj2,0,9,0.151,-3.309,0,0.0486,100.052,4,https://api.spotify.com/v1/tracks/6u5hjPcmcxp86dIoH02rj2,audio_features,spotify:track:6u5hjPcmcxp86dIoH02rj2,0.507
5325,Experiment on Me,1f5engagg6JFhKPMzzI0Wl,Jake Adkins,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00187,https://api.spotify.com/v1/audio-analysis/1f5engagg6JFhKPMzzI0Wl,0.452,215376,0.971,1f5engagg6JFhKPMzzI0Wl,0,10,0.218,-3.357,0,0.111,172.995,4,https://api.spotify.com/v1/tracks/1f5engagg6JFhKPMzzI0Wl,audio_features,spotify:track:1f5engagg6JFhKPMzzI0Wl,0.135
5326,Reminisce,1iMToMngG8O7QWiFLN9QqM,Inertia,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00222,https://api.spotify.com/v1/audio-analysis/1iMToMngG8O7QWiFLN9QqM,0.509,241091,0.872,1iMToMngG8O7QWiFLN9QqM,0,11,0.228,-5.848,0,0.0845,109.984,4,https://api.spotify.com/v1/tracks/1iMToMngG8O7QWiFLN9QqM,audio_features,spotify:track:1iMToMngG8O7QWiFLN9QqM,0.285
5327,What You Know,3EQBEAAnNINRSFQouqJl9R,Defences,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00578,https://api.spotify.com/v1/audio-analysis/3EQBEAAnNINRSFQouqJl9R,0.348,190335,0.943,3EQBEAAnNINRSFQouqJl9R,0,10,0.109,-4.321,0,0.119,145.057,4,https://api.spotify.com/v1/tracks/3EQBEAAnNINRSFQouqJl9R,audio_features,spotify:track:3EQBEAAnNINRSFQouqJl9R,0.243
5328,Blind & Falling,5txzW2EAOZStIElVKx33Pn,Outloved,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000371,https://api.spotify.com/v1/audio-analysis/5txzW2EAOZStIElVKx33Pn,0.43,177311,0.826,5txzW2EAOZStIElVKx33Pn,5.76e-06,5,0.283,-5.709,0,0.0349,77.601,4,https://api.spotify.com/v1/tracks/5txzW2EAOZStIElVKx33Pn,audio_features,spotify:track:5txzW2EAOZStIElVKx33Pn,0.363
5329,Blessed Be,3vsvxhDA3Bsc4bEVKiJkdA,Spiritbox,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000392,https://api.spotify.com/v1/audio-analysis/3vsvxhDA3Bsc4bEVKiJkdA,0.484,245830,0.916,3vsvxhDA3Bsc4bEVKiJkdA,0.0249,5,0.105,-4.682,0,0.0654,105.046,4,https://api.spotify.com/v1/tracks/3vsvxhDA3Bsc4bEVKiJkdA,audio_features,spotify:track:3vsvxhDA3Bsc4bEVKiJkdA,0.397
5330,Cold War,6BZNlnd5C98vEOfpBj3Vnp,Assume Nothing,rock,37i9dQZF1DWXIcbzpLauPS,New Core,1.07e-05,https://api.spotify.com/v1/audio-analysis/6BZNlnd5C98vEOfpBj3Vnp,0.395,257829,0.83,6BZNlnd5C98vEOfpBj3Vnp,0.521,0,0.0918,-6.092,1,0.0442,175.069,4,https://api.spotify.com/v1/tracks/6BZNlnd5C98vEOfpBj3Vnp,audio_features,spotify:track:6BZNlnd5C98vEOfpBj3Vnp,0.172
5331,Run,18OgMzczdK2WLcHDaIfgA7,Stepson,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000291,https://api.spotify.com/v1/audio-analysis/18OgMzczdK2WLcHDaIfgA7,0.43,234278,0.981,18OgMzczdK2WLcHDaIfgA7,3.32e-06,9,0.426,-2.228,1,0.109,160.087,3,https://api.spotify.com/v1/tracks/18OgMzczdK2WLcHDaIfgA7,audio_features,spotify:track:18OgMzczdK2WLcHDaIfgA7,0.58
5332,Waste Away,56Uzl6fU4IN32DudNRLp0f,Speaking With Ghosts,rock,37i9dQZF1DWXIcbzpLauPS,New Core,9.78e-05,https://api.spotify.com/v1/audio-analysis/56Uzl6fU4IN32DudNRLp0f,0.393,224227,0.977,56Uzl6fU4IN32DudNRLp0f,0.0174,4,0.0901,-3.298,0,0.143,194.059,4,https://api.spotify.com/v1/tracks/56Uzl6fU4IN32DudNRLp0f,audio_features,spotify:track:56Uzl6fU4IN32DudNRLp0f,0.337
5333,Stigma,18iPs03GoDc1kCfsBcpfhS,Thousand Thoughts,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000918,https://api.spotify.com/v1/audio-analysis/18iPs03GoDc1kCfsBcpfhS,0.35,201141,0.923,18iPs03GoDc1kCfsBcpfhS,0.00333,0,0.371,-4.973,0,0.124,175.001,4,https://api.spotify.com/v1/tracks/18iPs03GoDc1kCfsBcpfhS,audio_features,spotify:track:18iPs03GoDc1kCfsBcpfhS,0.304
5334,Would You Stay,0HlojfTazdhnUWRujI8tGe,Damn Nation,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000119,https://api.spotify.com/v1/audio-analysis/0HlojfTazdhnUWRujI8tGe,0.607,177917,0.911,0HlojfTazdhnUWRujI8tGe,2.35e-06,8,0.108,-6.32,1,0.0476,108.044,4,https://api.spotify.com/v1/tracks/0HlojfTazdhnUWRujI8tGe,audio_features,spotify:track:0HlojfTazdhnUWRujI8tGe,0.337
5335,Vertigo,7olVFmibpI7yZSYvqpkGja,Blueshift,rock,37i9dQZF1DWXIcbzpLauPS,New Core,8.18e-06,https://api.spotify.com/v1/audio-analysis/7olVFmibpI7yZSYvqpkGja,0.464,312500,0.926,7olVFmibpI7yZSYvqpkGja,0.0635,1,0.0551,-4.21,1,0.061,120.019,4,https://api.spotify.com/v1/tracks/7olVFmibpI7yZSYvqpkGja,audio_features,spotify:track:7olVFmibpI7yZSYvqpkGja,0.198
5336,DMU,3uD0XT9fzqC9GzFT4ol58o,Bad/Love,rock,37i9dQZF1DWXIcbzpLauPS,New Core,5.3e-05,https://api.spotify.com/v1/audio-analysis/3uD0XT9fzqC9GzFT4ol58o,0.325,216495,0.845,3uD0XT9fzqC9GzFT4ol58o,0,1,0.117,-4.941,1,0.0662,84.948,4,https://api.spotify.com/v1/tracks/3uD0XT9fzqC9GzFT4ol58o,audio_features,spotify:track:3uD0XT9fzqC9GzFT4ol58o,0.312
5337,I Am No Good,7MtsR2dUH5AqeHgpzVyPDv,Earth Caller,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000129,https://api.spotify.com/v1/audio-analysis/7MtsR2dUH5AqeHgpzVyPDv,0.362,178308,0.96,7MtsR2dUH5AqeHgpzVyPDv,0,1,0.364,-6.073,1,0.257,194.917,4,https://api.spotify.com/v1/tracks/7MtsR2dUH5AqeHgpzVyPDv,audio_features,spotify:track:7MtsR2dUH5AqeHgpzVyPDv,0.159
5338,Burned up and Blessed,5JADFLmRFVU3nAG3T4lRyO,Walking Rumor,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00312,https://api.spotify.com/v1/audio-analysis/5JADFLmRFVU3nAG3T4lRyO,0.471,184800,0.859,5JADFLmRFVU3nAG3T4lRyO,4.49e-05,1,0.128,-6.223,1,0.0415,174.948,4,https://api.spotify.com/v1/tracks/5JADFLmRFVU3nAG3T4lRyO,audio_features,spotify:track:5JADFLmRFVU3nAG3T4lRyO,0.639
5339,The Cure,4Setk0A2CtxXFCgK9u7xxa,Alazka,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000261,https://api.spotify.com/v1/audio-analysis/4Setk0A2CtxXFCgK9u7xxa,0.482,229407,0.971,4Setk0A2CtxXFCgK9u7xxa,0.00069,7,0.167,-4.049,1,0.187,108.902,4,https://api.spotify.com/v1/tracks/4Setk0A2CtxXFCgK9u7xxa,audio_features,spotify:track:4Setk0A2CtxXFCgK9u7xxa,0.146
5340,Madness,3rjnoSxE4F6fww3Vgai4LL,Silverstein,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000132,https://api.spotify.com/v1/audio-analysis/3rjnoSxE4F6fww3Vgai4LL,0.385,218280,0.922,3rjnoSxE4F6fww3Vgai4LL,0,5,0.175,-4.704,0,0.105,170.131,4,https://api.spotify.com/v1/tracks/3rjnoSxE4F6fww3Vgai4LL,audio_features,spotify:track:3rjnoSxE4F6fww3Vgai4LL,0.516
5341,Illusionist,0ntFhFYgGoRTvQsa6qEaUC,Future Palace,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0037,https://api.spotify.com/v1/audio-analysis/0ntFhFYgGoRTvQsa6qEaUC,0.441,190909,0.92,0ntFhFYgGoRTvQsa6qEaUC,0,1,0.407,-6.194,1,0.0766,165.014,4,https://api.spotify.com/v1/tracks/0ntFhFYgGoRTvQsa6qEaUC,audio_features,spotify:track:0ntFhFYgGoRTvQsa6qEaUC,0.578
5342,Weapons,38CuzyPnlcDIi2zLA33v9a,Villainy,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00612,https://api.spotify.com/v1/audio-analysis/38CuzyPnlcDIi2zLA33v9a,0.47,148800,0.827,38CuzyPnlcDIi2zLA33v9a,0,1,0.0916,-8.722,1,0.0581,182.172,4,https://api.spotify.com/v1/tracks/38CuzyPnlcDIi2zLA33v9a,audio_features,spotify:track:38CuzyPnlcDIi2zLA33v9a,0.727
5343,Disgrace,4SN0TJEWZENZUbqW3Kymg5,Downswing,rock,37i9dQZF1DWXIcbzpLauPS,New Core,7.28e-05,https://api.spotify.com/v1/audio-analysis/4SN0TJEWZENZUbqW3Kymg5,0.569,165545,0.981,4SN0TJEWZENZUbqW3Kymg5,0.0832,1,0.404,-4.288,1,0.0975,103.041,4,https://api.spotify.com/v1/tracks/4SN0TJEWZENZUbqW3Kymg5,audio_features,spotify:track:4SN0TJEWZENZUbqW3Kymg5,0.192
5344,Vagabond,4xzOEZ3SNk4M3Ptzm3bkY9,Polaris,rock,37i9dQZF1DWXIcbzpLauPS,New Core,7.12e-06,https://api.spotify.com/v1/audio-analysis/4xzOEZ3SNk4M3Ptzm3bkY9,0.502,256750,0.969,4xzOEZ3SNk4M3Ptzm3bkY9,0.0853,6,0.363,-2.678,1,0.0669,99.971,4,https://api.spotify.com/v1/tracks/4xzOEZ3SNk4M3Ptzm3bkY9,audio_features,spotify:track:4xzOEZ3SNk4M3Ptzm3bkY9,0.439
5345,Light It Up,22WuJqfUJCg9Zt7APwE1eG,Elyne,rock,37i9dQZF1DWXIcbzpLauPS,New Core,5.41e-05,https://api.spotify.com/v1/audio-analysis/22WuJqfUJCg9Zt7APwE1eG,0.448,245338,0.972,22WuJqfUJCg9Zt7APwE1eG,0,8,0.135,-1.46,0,0.0734,97.449,4,https://api.spotify.com/v1/tracks/22WuJqfUJCg9Zt7APwE1eG,audio_features,spotify:track:22WuJqfUJCg9Zt7APwE1eG,0.333
5346,Payback,4b57pasNo0Iv1vVcv4rTwR,Vitja,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00109,https://api.spotify.com/v1/audio-analysis/4b57pasNo0Iv1vVcv4rTwR,0.449,238900,0.991,4b57pasNo0Iv1vVcv4rTwR,2.83e-06,2,0.391,-5.796,1,0.116,149.98,3,https://api.spotify.com/v1/tracks/4b57pasNo0Iv1vVcv4rTwR,audio_features,spotify:track:4b57pasNo0Iv1vVcv4rTwR,0.147
5347,Forever,6RCONaTuYIaoEX0tKZBknA,The Amity Affliction,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000598,https://api.spotify.com/v1/audio-analysis/6RCONaTuYIaoEX0tKZBknA,0.456,190519,0.951,6RCONaTuYIaoEX0tKZBknA,0,1,0.128,-3.938,0,0.0913,128.329,4,https://api.spotify.com/v1/tracks/6RCONaTuYIaoEX0tKZBknA,audio_features,spotify:track:6RCONaTuYIaoEX0tKZBknA,0.422
5348,THOUSAND GOLDEN PEOPLE,5PqlDMeM4H6PFHRSuJmLY8,Ocean Grove,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000188,https://api.spotify.com/v1/audio-analysis/5PqlDMeM4H6PFHRSuJmLY8,0.258,213396,0.925,5PqlDMeM4H6PFHRSuJmLY8,0.000567,4,0.405,-5.001,0,0.172,99.205,4,https://api.spotify.com/v1/tracks/5PqlDMeM4H6PFHRSuJmLY8,audio_features,spotify:track:5PqlDMeM4H6PFHRSuJmLY8,0.156
5349,Underneath,12agMQaxWkreYs3SH1D4Ag,Another Day's Armor,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000305,https://api.spotify.com/v1/audio-analysis/12agMQaxWkreYs3SH1D4Ag,0.352,262462,0.98,12agMQaxWkreYs3SH1D4Ag,0.00482,6,0.103,-3.451,1,0.236,200.054,4,https://api.spotify.com/v1/tracks/12agMQaxWkreYs3SH1D4Ag,audio_features,spotify:track:12agMQaxWkreYs3SH1D4Ag,0.149
5350,Trilogy,3Y5oVfJXULfviKbh8GqcTO,Silent Planet,rock,37i9dQZF1DWXIcbzpLauPS,New Core,7.1e-05,https://api.spotify.com/v1/audio-analysis/3Y5oVfJXULfviKbh8GqcTO,0.285,203571,0.948,3Y5oVfJXULfviKbh8GqcTO,7.58e-05,8,0.576,-5.916,1,0.113,127.567,4,https://api.spotify.com/v1/tracks/3Y5oVfJXULfviKbh8GqcTO,audio_features,spotify:track:3Y5oVfJXULfviKbh8GqcTO,0.263
5351,Monarch,3nzJ9S6muB2GAQLoXPj7M0,"Invent, Animate",rock,37i9dQZF1DWXIcbzpLauPS,New Core,5.23e-05,https://api.spotify.com/v1/audio-analysis/3nzJ9S6muB2GAQLoXPj7M0,0.5,221857,0.985,3nzJ9S6muB2GAQLoXPj7M0,0.0472,5,0.44,-4.552,0,0.0871,135.048,4,https://api.spotify.com/v1/tracks/3nzJ9S6muB2GAQLoXPj7M0,audio_features,spotify:track:3nzJ9S6muB2GAQLoXPj7M0,0.283
5352,Only Monsters,5aMPRqDXFfTASnG0tfjrGe,Wars,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0202,https://api.spotify.com/v1/audio-analysis/5aMPRqDXFfTASnG0tfjrGe,0.361,209799,0.993,5aMPRqDXFfTASnG0tfjrGe,0,4,0.156,-3.239,1,0.0756,93.987,4,https://api.spotify.com/v1/tracks/5aMPRqDXFfTASnG0tfjrGe,audio_features,spotify:track:5aMPRqDXFfTASnG0tfjrGe,0.119
5353,Enemies,7axldSiFnlehkIH4v3VbEt,Saviour,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0244,https://api.spotify.com/v1/audio-analysis/7axldSiFnlehkIH4v3VbEt,0.526,283375,0.991,7axldSiFnlehkIH4v3VbEt,0,8,0.128,-2.813,0,0.123,92.541,4,https://api.spotify.com/v1/tracks/7axldSiFnlehkIH4v3VbEt,audio_features,spotify:track:7axldSiFnlehkIH4v3VbEt,0.167
5354,Limits,6yyNJbdf5ysREkntoCqPTz,Bad Omens,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0003,https://api.spotify.com/v1/audio-analysis/6yyNJbdf5ysREkntoCqPTz,0.312,207854,0.968,6yyNJbdf5ysREkntoCqPTz,4.39e-05,5,0.113,-3.316,1,0.418,103.005,4,https://api.spotify.com/v1/tracks/6yyNJbdf5ysREkntoCqPTz,audio_features,spotify:track:6yyNJbdf5ysREkntoCqPTz,0.3
5355,Modern Slave,0CBxu68qHYzNfZXWzzidFf,Novelists FR,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.0003,https://api.spotify.com/v1/audio-analysis/0CBxu68qHYzNfZXWzzidFf,0.524,240287,0.958,0CBxu68qHYzNfZXWzzidFf,0.000656,0,0.199,-5.062,0,0.103,132.04,4,https://api.spotify.com/v1/tracks/0CBxu68qHYzNfZXWzzidFf,audio_features,spotify:track:0CBxu68qHYzNfZXWzzidFf,0.319
5356,Protector,24lq7iazH1xoHKCXRgl3La,Heaven Shall Burn,rock,37i9dQZF1DWXIcbzpLauPS,New Core,5.17e-06,https://api.spotify.com/v1/audio-analysis/24lq7iazH1xoHKCXRgl3La,0.309,321970,0.98,24lq7iazH1xoHKCXRgl3La,0.707,10,0.313,-3.764,0,0.106,175.178,4,https://api.spotify.com/v1/tracks/24lq7iazH1xoHKCXRgl3La,audio_features,spotify:track:24lq7iazH1xoHKCXRgl3La,0.137
5357,The End of All We Know,14EXZEog1hW97d6yz8ejih,Bleed From Within,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000505,https://api.spotify.com/v1/audio-analysis/14EXZEog1hW97d6yz8ejih,0.311,251512,0.959,14EXZEog1hW97d6yz8ejih,0.00012,6,0.328,-5.104,0,0.107,149.406,3,https://api.spotify.com/v1/tracks/14EXZEog1hW97d6yz8ejih,audio_features,spotify:track:14EXZEog1hW97d6yz8ejih,0.336
5358,Let It Burn,67hxT91u8fuwd3eHZ5hk9W,Written by Wolves,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.00364,https://api.spotify.com/v1/audio-analysis/67hxT91u8fuwd3eHZ5hk9W,0.467,235680,0.851,67hxT91u8fuwd3eHZ5hk9W,0.00161,4,0.136,-7.116,0,0.0401,160.031,4,https://api.spotify.com/v1/tracks/67hxT91u8fuwd3eHZ5hk9W,audio_features,spotify:track:67hxT91u8fuwd3eHZ5hk9W,0.211
5359,Unseen,4TgpMwyBwhJvQlcMu9Nkyc,Our Mirage,rock,37i9dQZF1DWXIcbzpLauPS,New Core,0.000334,https://api.spotify.com/v1/audio-analysis/4TgpMwyBwhJvQlcMu9Nkyc,0.477,211233,0.969,4TgpMwyBwhJvQlcMu9Nkyc,0,3,0.0984,-5.433,0,0.047,146.0,4,https://api.spotify.com/v1/tracks/4TgpMwyBwhJvQlcMu9Nkyc,audio_features,spotify:track:4TgpMwyBwhJvQlcMu9Nkyc,0.52
